Optical_Path_Difference (cm),"Intencity, a.u."
0.21694444,0.00115558
0.21708333,-0.000291
0.21722222,-0.00141
0.21736111,-0.00303
0.2175,-0.00434
0.21763889,-0.00512
0.21777778,-0.00442
0.21791667,-0.00297
0.21805556,-0.00089
0.21819444,0.000697965
0.21833333,0.001850272
0.21847222,0.002014036
0.21861111,0.00233158
0.21875,0.002925987
0.21888889,0.004038806
0.21902778,0.003987695
0.21916667,0.002591903
0.21930556,9.35741E-05
0.21944444,-0.00143
0.21958333,-0.00176
0.21972222,-0.00114
0.21986111,-0.00132
0.22,-0.00225
0.22013889,-0.00381
0.22027778,-0.00407
0.22041667,-0.0027
0.22055556,0.000578607
0.22069444,0.00349089
0.22083333,0.004815007
0.22097222,0.003663296
0.22111111,0.002106572
0.22125,0.001331115
0.22138889,0.001947279
0.22152778,0.001811529
0.22166667,3.27773E-05
0.22180556,-0.00356
0.22194444,-0.00641
0.22208333,-0.00714
0.22222222,-0.00501
0.22236111,-0.002
0.2225,0.000296528
0.22263889,0.000464613
0.22277778,1.89192E-05
0.22291667,0.000373865
0.22305556,0.002913172
0.22319444,0.005768234
0.22333333,0.006958092
0.22347222,0.004876102
0.22361111,0.00126555
0.22375,-0.00195
0.22388889,-0.00281
0.22402778,-0.00237
0.22416667,-0.00187
0.22430556,-0.00298
0.22444444,-0.00455
0.22458333,-0.00509
0.22472222,-0.00277
0.22486111,0.00132143
0.225,0.005288417
0.22513889,0.006418968
0.22527778,0.005050147
0.22541667,0.002431864
0.22555556,0.001060361
0.22569444,0.000882889
0.22583333,0.001207734
0.22597222,-0.00000135
0.22611111,-0.00241
0.22625,-0.00513
0.22638889,-0.00583
0.22652778,-0.0045
0.22666667,-0.00179
0.22680556,-0.0000916
0.22694444,0.000209654
0.22708333,-0.000681
0.22722222,-0.000661
0.22736111,0.000565643
0.2275,0.002950723
0.22763889,0.004459912
0.22777778,0.004460508
0.22791667,0.002527679
0.22805556,0.000459249
0.22819444,-0.00104
0.22833333,-0.00116
0.22847222,-0.00117
0.22861111,-0.00143
0.22875,-0.00256
0.22888889,-0.00319
0.22902778,-0.00294
0.22916667,-0.00119
0.22930556,0.000837291
0.22944444,0.002674157
0.22958333,0.003161127
0.22972222,0.002913172
0.22986111,0.002101059
0.23,0.001936103
0.23013889,0.002008224
0.23027778,0.002267505
0.23041667,0.001411284
0.23055556,-0.000223
0.23069444,-0.00256
0.23083333,-0.00416
0.23097222,-0.00498
0.23111111,-0.00442
0.23125,-0.0033
0.23138889,-0.00171
0.23152778,-0.000528
0.23166667,0.000842655
0.23180556,0.002240235
0.23194444,0.004203165
0.23208333,0.005525643
0.23222222,0.005642618
0.23236111,0.003520394
0.2325,0.000349874
0.23263889,-0.00294
0.23277778,-0.00473
0.23291667,-0.00512
0.23305556,-0.00409
0.23319444,-0.00309
0.23333333,-0.00213
0.23347222,-0.0014
0.23361111,0.000369395
0.23375,0.002818401
0.23388889,0.005618329
0.23402778,0.00668853
0.23416667,0.005777175
0.23430556,0.003082747
0.23444444,0.000717933
0.23458333,-0.000856
0.23472222,-0.00123
0.23486111,-0.00189
0.235,-0.00307
0.23513889,-0.00497
0.23527778,-0.00567
0.23541667,-0.00453
0.23555556,-0.00107
0.23569444,0.002620662
0.23583333,0.005039568
0.23597222,0.004797126
0.23611111,0.003400142
0.23625,0.001912559
0.23638889,0.001451666
0.23652778,0.000856663
0.23666667,-0.000433
0.23680556,-0.00306
0.23694444,-0.00529
0.23708333,-0.00593
0.23722222,-0.00385
0.23736111,-0.000509
0.2375,0.002648527
0.23763889,0.003494317
0.23777778,0.002708877
0.23791667,0.00133201
0.23805556,0.001204754
0.23819444,0.001741791
0.23833333,0.002148593
0.23847222,0.000895704
0.23861111,-0.00116
0.23875,-0.00296
0.23888889,-0.00266
0.23902778,-0.000956
0.23916667,0.001294906
0.23930556,0.002007479
0.23944444,0.001376266
0.23958333,-0.0000744
0.23972222,-0.000289
0.23986111,0.0006324
0.24,0.002118493
0.24013889,0.00208884
0.24027778,0.00061586
0.24041667,-0.00186
0.24055556,-0.00311
0.24069444,-0.00287
0.24083333,-0.00127
0.24097222,-0.00023
0.24111111,5.00627E-05
0.24125,-0.000545
0.24138889,-0.000407
0.24152778,0.000491435
0.24166667,0.001997943
0.24180556,0.002259905
0.24194444,0.001075859
0.24208333,-0.00137
0.24222222,-0.00299
0.24236111,-0.00305
0.2425,-0.00124
0.24263889,0.000584865
0.24277778,0.001721824
0.24291667,0.001501138
0.24305556,0.001234109
0.24319444,0.001173461
0.24333333,0.001798863
0.24347222,0.001720632
0.24361111,0.000778729
0.24375,-0.0012
0.24388889,-0.00251
0.24402778,-0.00256
0.24416667,-0.000786
0.24430556,0.001053805
0.24444444,0.002260948
0.24458333,0.001943404
0.24472222,0.001303846
0.24486111,0.000691409
0.245,0.000919993
0.24513889,0.000915969
0.24527778,0.000410373
0.24541667,-0.00128
0.24555556,-0.0028
0.24569444,-0.00357
0.24583333,-0.00272
0.24597222,-0.00153
0.24611111,-0.000504
0.24625,-0.000533
0.24638889,-0.000487
0.24652778,4.61412E-06
0.24666667,0.001676524
0.24680556,0.003221924
0.24694444,0.004105414
0.24708333,0.003122384
0.24722222,0.001136953
0.24736111,-0.00126
0.2475,-0.00256
0.24763889,-0.00313
0.24777778,-0.00303
0.24791667,-0.00325
0.24805556,-0.00293
0.24819444,-0.00181
0.24833333,0.000860984
0.24847222,0.003643776
0.24861111,0.005780304
0.24875,0.005824859
0.24888889,0.004487778
0.24902778,0.002143676
0.24916667,0.000350321
0.24930556,-0.00091
0.24944444,-0.00147
0.24958333,-0.00244
0.24972222,-0.00346
0.24986111,-0.00437
0.25,-0.00381
